artist_input,wikidata_uri,label,country,country_lat,country_lon,birth,birth_place,birth_lat,birth_lon,death,death_place
Willi Baumeister,http://www.wikidata.org/entity/Q707911,Willi Baumeister,Alemanha,51.0,10.0,1889-01-22T00:00:00Z,Estugarda,48.7775,9.18,1955-08-31T00:00:00Z,Estugarda
William Xerra,http://www.wikidata.org/entity/Q62036227,William Xerra,Itália,42.5,12.5,1937-01-01T00:00:00Z,Florença,43.77139,11.254167,,
Willys de Castro,http://www.wikidata.org/entity/Q10393749,Willys de Castro,Brasil,-14.0,-53.0,1926-02-16T00:00:00Z,Uberlândia,-18.918888,-48.276943,1988-06-05T00:00:00Z,São Paulo
Wojciech Plewinski,,,,,,,,,,,
Wolf Vostell,http://www.wikidata.org/entity/Q326226,Wolf Vostell,Alemanha,51.0,10.0,1932-10-14T00:00:00Z,Leverkusen,51.033333,6.983333,1998-04-03T00:00:00Z,Berlim
Wong Moo Cheew,,,,,,,,,,,
Woty Werner,http://www.wikidata.org/entity/Q2594278,Woty Werner,Alemanha,51.0,10.0,1903-11-27T00:00:00Z,Berlim,52.516666,13.383333,1971-09-11T00:00:00Z,Nuremberga
Yago Pericot,,,,,,,,,,,
Yllen Kerr,,,,,,,,,,,
Yo Yoshitome,http://www.wikidata.org/entity/Q130724194,Yo Yoshitome,Japão,35.0,136.0,1925-01-01T00:00:00Z,Shimane,35.47222,133.05028,,
Yola Cintra,,,,,,,,,,,
Yolanda Mohalyi,http://www.wikidata.org/entity/Q10394657,Yolanda Mohalyi,Brasil,-14.0,-53.0,1909-01-01T00:00:00Z,Cluj-Napoca,46.76891,23.59066,1978-08-23T00:00:00Z,São Paulo
Yozo Hamaguchi,,,,,,,,,,,
Yurio Okada,,,,,,,,,,,
Yérassimos Sklavos,,,,,,,,,,,
Zalazar Johnson,,,,,,,,,,,
Zbigniew Dlubak,,,,,,,,,,,
Zbigniew Lagocki,,,,,,,,,,,
Zbigniew Makowski,http://www.wikidata.org/entity/Q9388127,Zbigniew Makowski,Polónia,52.0,19.0,1921-12-14T00:00:00Z,Vilnius,54.68722,25.28,1943-08-03T00:00:00Z,Brest
Zdenka Rusova,http://www.wikidata.org/entity/Q12011160,Zdenka Rusova,Checoslováquia,50.083332,14.416667,1939-07-21T00:00:00Z,Praga,50.0875,14.421389,,
Zdzislaw Walter,,,,,,,,,,,
Zed Nesti,,,,,,,,,,,
Zita Querido,,,,,,,,,,,
Zlatko Prica,http://www.wikidata.org/entity/Q11250206,Zlatko Prica,"Reino dos Sérvios, Croatas e Eslovenos",44.820557,20.462221,1916-06-26T00:00:00Z,Pécs,46.070835,18.233055,2003-03-07T00:00:00Z,Rijeka
Zoran Antonio Music,,,,,,,,,,,
Zélia Ferreira Salgado,,,,,,,,,,,
Ângelo Venosa,,,,,,,,,,,
Ângelo de Aquino,,,,,,,,,,,
